0,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,year1,year2
809,809,810,75,-3.33E-16,90,8100,1,0,1,1,1,0,1,1.60E-05,0,0,0.25,0.625,5,5,1898,1965,1.39E-16,1,1.11E-16,1.61E-14,1,0,0.5,0.5,1,0.6,0.6,0.25,0,0,0.1,0,849,849,1,0.6,0,0.75,1075,1063,0,2138,0,0,2,0,2,3,0.6,11,1,0,0,0.2,109,0.3,2,360,0.4,0.2,0,40,156,0,0,0,0,0,0.75,1,0,11,2009,1,1,106000,111,44
810,810,811,20,1,78,10140,1,0,1,1,1,1,1,-3.80E-05,0,0,0.25,0.125,6,6,1974,1999,1.39E-16,1,-4.08E-17,9.41E-17,-2.22E-15,99,0.5,0.5,6.84E-13,0.6,0.6,0.25,572.65,663,0.2,377,0,1040,1,0.4,1,1,1309,0,0,1309,1,0,1,1,3,1,0.8,5,1,1,0.4,0.8,45,0.6,2,484,0.6,0.6,1,265,0,0,0,0,648,0.25,1,1,0,1,2006,1,1,181000,32,7
811,811,812,120,-3.33E-16,70,4438,1,0,1,1,1,1,1,-5.37E-07,0,0,1,0.125,6,5,2004,2004,1,1,1,1,-2.22E-15,169,0.75,0.5,1,0.8,0.6,1,662,662,0.1,0,186,848,1,1,1,1,848,0,0,848,1,0,1,0,1,1,0.8,4,1,1,0.8,0.8,15,1,2,420,0.6,0.6,1,140,0,0,0,0,0,0,0,1,0,6,2008,-6.60E-17,1,144500,4,4
812,812,813,20,0,66,8712,0.5,0,1,0.75,1,1,0.5,1.17E-05,0,0,0.25,0.125,5,5,1952,1952,1.39E-16,1,3.47E-17,5.94E-17,1,0,0.25,0.5,6.84E-13,0.6,0.6,0.75,0,0,0.1,0,540,540,1,0.6,0,0.75,1044,0,0,1044,0,0,1,0,2,1,0.4,4,1,0,0,0.7,67,0.3,2,504,0.6,0.6,0,0,0,0,0,0,0,0,0,9.15E-17,54,6,2010,1,1,55993,58,58
813,813,814,20,1,75,9750,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,6,6,1958,1958,1,1,2.57E-16,-6.51E-19,-2.22E-15,243,0.5,0.5,6.84E-13,0.6,0.6,0.25,182.4,608,0.1,0,834,1442,1,0.8,1,1,1442,0,0,1442,0,0,1,1,4,1,0.6,7,1,0,0,0.8,61,0.6,1,301,0.6,0.6,1,0,0,275,0,0,0,0,0,9.15E-17,500,4,2007,0,1,157900,49,49
814,814,815,50,1,45,8248,1,0.5,1,1,1,1,1,-1.18E-05,0,0,0.25,0.375,5,7,1918,1950,1,1,-5.66E-18,-3.49E-15,1,0,0.5,0.5,0,0.6,0.6,0.25,0,0,0.1,0,686,686,-3.43E-16,0.8,1,1,686,564,0,1250,0,1,1,1,3,1,0.4,7,1,0,0,0.2,64,0.3,1,280,0.6,0.6,0.5,207,0,96,0,0,0,0,0,1,0,7,2006,1,1,116000,88,56
815,815,816,20,1,48,12137,1,0,0.5,1,1,1.89E-18,1,-5.37E-07,0,0,0.25,0.125,7,5,1998,1998,1,1,1,1,-2.22E-15,442,0.5,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1649,1649,1,1,1,1,1661,0,0,1661,0,0,2,0,3,1,0.8,6,1,0,0,0.8,21,0.6,2,598,0.6,0.6,1,0,34,0,0,0,0,0,0,1,0,5,2010,1,1,224900,12,12
816,816,817,20,1,70,11425,1,0,0.75,1,1,0,1,0.999999979,0,0,0.25,0.125,5,6,1954,1954,1,1,-9.91E-20,7.61E-15,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,243,486,0.1,0,522,1008,1,0.8,1,1,1008,0,0,1008,0,0,1,0,2,1,0.6,4,1,1,0.8,0.8,65,0.6,1,275,0.6,0.6,1,0,0,120,0,0,0,0,0,1,0,7,2006,1,1,137000,52,52
817,817,818,20,1,70,13265,1,0,0.75,1,1,1.89E-18,1,4.57E-05,0,0,0.25,0.125,8,5,2002,2002,1.39E-16,1,-1.65E-19,-8.62E-18,-2.22E-15,148,0.75,0.5,1,0.8,0.6,0.25,1218,1218,0.1,0,350,1568,1,1,1,1,1689,0,0,1689,1,0,2,0,3,1,0.8,7,1,2,0.8,0.8,17,0.6,3,857,0.6,0.6,1,150,59,0,0,0,0,0,0,1,0,7,2008,1,1,271000,6,6
818,818,819,80,1,80,8816,1,0,1,1,1,1,1,1.03E-06,0,0,0.25,1,6,7,1971,1971,1,1,-4.08E-17,9.41E-17,-2.22E-15,80,0.5,0.5,6.84E-13,0.6,0.6,0.75,504,504,0.1,0,506,1010,1,0.8,1,1,1052,0,0,1052,1,0,1,0,3,1,0.6,6,1,0,0,0.8,48,0.3,2,440,0.6,0.6,1,0,0,0,0,0,0,0,0.75,1,0,6,2010,1,1,155000,39,39
819,819,820,120,1,44,6371,1,0,0.75,1,1,1,1,7.39E-05,0,0,1,0.125,7,5,2009,2010,1,1,1,1,7.44E-19,128,0.75,0.5,1,0.8,0.6,0.5,733,733,0.1,0,625,1358,1,1,1,1,1358,0,0,1358,1,0,2,0,2,1,0.8,6,1,1,0.8,0.8,9,0.6,2,484,0.6,0.6,1,192,35,0,0,0,0,0,0,1,0,6,2010,-4.67E-20,0.8,224000,1,0
820,820,821,60,1,72,7226,1,0,0.75,1,1,1.89E-18,1,-5.37E-07,0,0,0.25,0.5,7,5,2003,2003,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,798,798,1,1,1,1,798,842,0,1640,0,0,2,1,3,1,0.8,6,1,0,0,0.8,16,0.6,2,595,0.6,0.6,1,0,45,0,0,0,0,0,0,1,0,6,2008,1,1,183000,5,5
821,821,822,20,-3.33E-16,60,6000,1,1,1,0.75,1,1,0.5,1.60E-05,0,0,0,0.125,4,4,1953,1953,1,1,2.57E-16,-6.51E-19,1,0,0.25,0.5,6.84E-13,0.4,0.6,0.25,0,0,0.1,0,936,936,1,0.6,0,1,936,0,0,936,0,0,1,0,2,1,0.6,4,0.75,0,0,0.2,45,0.3,2,576,0.6,0.6,1,0,32,112,0,0,0,0,0,1,0,2,2009,1,1,93000,56,56
822,822,823,60,1,70,12394,1,0,0.75,1,1,0,1,3.00E-05,0,0,0.25,0.5,7,5,2003,2003,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,1,0,0,0.1,0,847,847,1,1,1,1,847,886,0,1733,0,0,2,1,3,1,0.8,7,1,1,0.8,0.6,16,1,2,433,0.6,0.6,1,100,48,0,0,0,0,0,0,1,0,10,2007,1,0.75,225000,4,4
823,823,824,50,1,60,9900,1,0,1,1,1,1,1,-5.82E-07,0,0,0.25,0.375,6,7,1940,1950,1,1,1,1,1,0,0.5,0.5,0,0.6,0.6,0.25,0,0,0.1,0,778,778,1,0.6,1,1,944,545,0,1489,0,0,2,0,3,1,0.6,7,1,1,0.8,0.2,79,0.3,1,240,0.6,0.6,1,335,0,0,0,0,0,0,0.5,1,0,7,2009,1,1,139500,69,59
824,824,825,20,-8.31E-19,81,11216,1,0,1,1,1,1,1,-1.55E-05,0,0,0.25,0.125,8,5,2006,2006,1,1,1,1,1,0,0.75,0.5,1,0.8,0.8,0.25,0,0,0.1,0,1489,1489,1,1,1,1,1489,0,0,1489,0,0,2,0,3,1,0.8,7,1,1,0.8,0.8,13,0.6,2,776,0.6,0.6,1,0,140,0,0,0,0,0,0,1,0,6,2006,-4.67E-20,0.8,232600,0,0
825,825,826,20,1,114,14803,1,0,1,1,1,1,1,7.39E-05,0.5,0.5,0.25,0.125,10,5,2007,2008,1.39E-16,1,-1.65E-19,-8.62E-18,-2.22E-15,816,1,0.5,1,1,0.6,0.75,1636,1636,0.1,0,442,2078,1,1,1,1,2084,0,0,2084,1,0,2,0,2,1,1,7,1,1,0.8,0.8,12,1,3,1220,0.6,0.6,1,188,45,0,0,0,0,0,0,1,0,6,2008,-4.67E-20,0.8,385000,1,0
826,826,827,45,-3.33E-16,50,6130,1,0,1,1,1,1,1,-0.000112956,0,0,0.25,0.25,5,6,1924,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,0,0.6,0.6,0.25,588,784,0.1,0,0,784,1,0.8,1,1,784,0,0,784,1,0,1,0,2,1,0.8,5,1,0,0,0,0,0,0,0,0,0,1,0,0,116,0,0,0,0,0,1,0,5,2008,1,1,109500,84,58
827,827,828,20,1,65,8529,1,0,0.75,1,1,1,1,0.00013699,0,0,0.25,0.125,7,5,2001,2001,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.25,20,20,0.1,0,1434,1454,1,1,1,1,1434,0,0,1434,0,0,2,0,3,1,0.8,6,1,1,0.6,0.8,18,0.6,2,527,0.6,0.6,1,290,39,0,0,0,0,0,0,1,0,4,2009,1,1,189000,8,8
828,828,829,60,1,70,28698,1,0,0.5,0.25,1,1.89E-18,0,1.03E-06,0,0,0.25,0.5,5,5,1967,1967,0,-7.64E-18,-8.17E-18,1.95E-18,1,0,0.5,0.5,1,0.6,0.8,1,622.8,249,0.75,764,0,1013,1,0.6,1,1,1160,966,0,2126,0,1,2,1,3,1,0.6,7,0.75,0,0,0.8,52,1,2,538,0.6,0.6,1,486,0,0,0,225,0,0,0,1,0,6,2009,1,0.5,185000,42,42
829,829,830,160,-8.31E-19,24,2544,1,1,1,1,1,1,1,-1.55E-05,0,0,0,0.5,7,5,2005,2005,1,1,2.57E-16,-6.51E-19,1,0,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,600,600,1,1,1,1,520,623,80,1223,0,0,2,1,2,1,0.8,4,1,0,0,0.2,14,0.6,2,480,0.6,0.6,1,0,166,0,0,0,0,0,0,1,0,7,2006,1,1,147400,1,1
830,830,831,20,1,80,11900,1,0,0.75,1,1,0,1,0.999999979,0,0,0.25,0.125,6,5,1957,1957,1,1,-4.08E-17,9.41E-17,-2.22E-15,387,0.5,0.5,6.84E-13,0.6,0.6,0.25,312,1040,0.1,0,352,1392,1,0.6,1,0.75,1392,0,0,1392,1,0,1,1,3,1,0.6,6,1,2,0.8,0.8,62,0.6,2,458,0.6,0.6,1,0,0,0,0,192,0,0,0,1,0,6,2008,1,1,166000,51,51
831,831,832,160,-8.31E-19,30,3180,1,1,1,1,1,1,1,-1.55E-05,0,0,1,0.5,7,5,2005,2005,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,1,0.8,0.6,0.25,0,0,0.1,0,600,600,1,1,1,1,520,600,80,1200,0,0,2,1,2,1,0.8,4,1,0,0,0.2,14,0.6,2,480,0.6,0.6,1,0,166,0,0,0,0,0,0,1,0,6,2006,1,1,151000,1,1
832,832,833,60,1,44,9548,1,0,0.75,1,1,1.89E-18,1,-5.37E-07,0,0,0.25,0.5,7,6,2003,2003,1,1,1,1,-2.22E-15,223,0.75,0.5,1,0.8,0.6,0.25,483,483,0.1,0,458,941,1,1,1,1,941,888,0,1829,1,0,2,1,3,1,0.8,7,1,1,0.6,0.8,16,0.6,2,613,0.6,0.6,1,192,39,0,0,0,0,0,0,1,0,1,2010,1,1,237000,7,7
833,833,834,20,1,100,10004,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,6,6,1964,1964,1,1,-4.08E-17,1.95E-18,-2.22E-15,180,0.5,0.5,6.84E-13,0.6,0.6,0.25,231.3,196,0.5,345,975,1516,1,0.6,1,1,1516,0,0,1516,0,0,1,1,3,1,0.6,6,1,0,0,0.8,55,0.6,2,472,0.6,0.6,1,0,0,0,0,152,0,0,0,1,0,2,2009,1,1,167000,45,45
834,834,835,20,1,75,7875,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,5,6,1961,1961,1,1,1,1,-2.22E-15,136,0.5,0.5,6.84E-13,0.6,0.6,0.25,171.6,572,0.1,0,572,1144,1,0.8,1,1,1144,0,0,1144,1,0,1,0,3,1,0.6,6,1,0,0,0.8,58,0.3,2,456,0.6,0.6,1,0,0,0,0,0,0,0,0.5,1,0,9,2008,1,1,139950,47,47
835,835,836,20,1,60,9600,1,0,1,1,1,1,1,1.69E-05,0,0,0.25,0.125,4,7,1950,1995,1,1,1,9.41E-17,1,0,0.5,0.5,6.84E-13,0.8,0.6,0.25,221,442,0.1,0,625,1067,1,0.6,1,1,1067,0,0,1067,0,0,2,0,2,1,0.8,4,0.75,0,0,0.8,23,0.3,2,436,0.6,0.6,1,290,0,0,0,0,0,0,0,1,0,2,2010,1,1,128000,60,15
836,836,837,30,-3.33E-16,90,8100,1,1,1,1,1,1,1,1.60E-05,0,0,0.25,0.125,5,6,1948,1973,1,1,1,1,1,0,0.5,0.5,0,0.6,0.6,0.25,101.4,338,0.1,0,1221,1559,1,0.8,1,1,1559,0,0,1559,1,0,1,0,2,1,0.6,5,0.75,0,0,0.2,71,0.3,2,812,0.6,0.6,1,0,116,230,0,0,0,0,0.5,1,0,6,2007,0,1,153500,59,34
837,837,838,160,-3.33E-16,21,1680,1,0,1,1,1,1,1,-3.09E-09,0,0,0,0.5,6,5,1973,1973,1,1,-4.08E-17,9.41E-17,-2.22E-15,158,0.5,0.5,6.84E-13,0.6,0.6,0.25,165,330,0.1,0,153,483,1,0.6,1,1,483,504,0,987,1,0,1,1,2,1,0.6,5,1,0,0,0.2,46,0.3,1,264,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,11,2008,1,1,100000,35,35
838,838,839,20,1,75,9525,1,0,1,1,1,1,1,-5.37E-07,0,0,0.25,0.125,5,6,1995,2006,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1099,1099,1,1,1,1,1099,0,0,1099,0,0,1,1,3,1,0.8,6,1,0,0,0.8,20,0.3,1,352,0.6,0.6,1,278,0,0,0,0,0,0,0,1,0,6,2008,1,1,144000,13,2
839,839,840,50,1,70,11767,1,0,1,1,1,1,1,-1.18E-05,0,0,0.25,0.375,5,6,1946,1995,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,176,352,0.1,0,416,768,1,1,1,1,768,432,0,1200,0,0,1,0,3,1,0.6,6,1,0,0,0.2,73,0.3,1,240,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,5,2008,1,1,130500,62,13
840,840,841,70,9.11E-19,70,12155,1,0,0.75,1,1,1,1,-5.82E-07,0,0,0.25,0.5,6,8,1925,1950,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,0,0.6,0.6,0.25,78,156,0.1,0,516,672,1,0.6,0,1,810,672,0,1482,0,0,2,0,4,1,0.4,7,1,0,0,0.2,85,0.3,1,400,0.6,0.6,0.5,0,0,254,0,0,0,0,0,1,0,3,2008,1,1,140000,83,58
841,841,842,70,-3.33E-16,60,10440,1,0.5,1,1,1,1,1,1.60E-05,0,0,0.25,0.5,5,8,1904,2002,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,1,0.6,0.6,0.25,0,0,0.1,0,650,650,1,0.8,1,1,958,581,0,1539,0,0,2,0,3,1,0.8,8,1,1,0.2,0.2,36,0.3,2,686,0.8,0.6,0.5,70,78,68,0,0,0,0,0,1,0,6,2008,1,1,157500,104,6
842,842,843,80,1,82,9020,1,0,1,1,1,1,1,0.999999979,0,0,0.25,1,6,7,1966,1966,1,1,-4.08E-17,9.41E-17,-2.22E-15,183,0.5,0.5,6.84E-13,0.6,0.6,1,497.85,312,0.75,539,276,1127,1,0.6,1,1,1165,0,0,1165,1,0,1,1,3,1,0.6,6,1,0,0,0.8,53,0.6,2,490,0.8,0.8,1,0,129,0,0,0,0,0,1,1,0,5,2008,1,1,174900,42,42
843,843,844,90,1,80,8000,1,0,1,1,1,0,1,0.999999979,1,0,0,0.125,5,4,1961,1961,1,1,-9.91E-20,7.61E-15,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,1800,1800,1,1,0,1,1800,0,0,1800,0,0,2,0,6,2,0.6,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,7,2007,1,1,141000,46,46
844,844,845,50,-3.33E-16,100,12665,1,0.5,0.75,1,1,1,1,1.60E-05,1,0,0.25,0.375,5,8,1915,1950,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,0,0.6,0.6,0.5,0,0,0.1,0,876,876,1,0.8,1,1,876,540,0,1416,0,0,1,1,4,1,0.6,7,1,1,0.8,0.2,70,0.3,3,720,0.6,0.6,1,418,0,194,0,0,0,0,0,1,0,6,2008,1,1,153900,93,58
845,845,846,85,1,70,16647,1,0,0.75,1,1,1.89E-18,1,1.69E-05,1,0,0.25,0.875,5,5,1975,1981,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,6.84E-13,0.8,0.6,1,1042.5,1390,0.1,0,0,1390,1,0.6,1,1,1701,0,0,1701,1,0,2,0,3,1,0.6,6,0.75,2,0.6,0.7,44,1,2,611,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,1,2007,1,1,171000,32,26
846,846,847,60,1,75,9317,1,0,1,1,1,1,1,0.00013699,0,0,0.25,0.5,7,5,1993,1993,1,1,-4.08E-17,9.41E-17,-2.22E-15,137,0.75,0.5,1,0.8,0.6,0.25,384.75,513,0.1,0,227,740,1,1,1,1,1006,769,0,1775,1,0,2,1,3,1,0.8,7,1,1,0.6,0.8,26,0.3,2,425,0.6,0.6,1,234,72,192,0,0,0,0,0,1,0,7,2009,1,1,213000,16,16
847,847,848,20,1,36,15523,1,0,0.75,1,1,1.89E-18,1,-5.37E-07,0,0,0.25,0.125,5,6,1972,1972,1,1,-4.08E-17,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.75,230,460,0.1,0,404,864,1,1,1,1,864,0,0,864,1,0,1,0,3,1,0.6,5,1,1,0.4,0.8,47,0.3,1,338,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,8,2009,1,1,133500,37,37
848,848,849,50,1,75,45600,1,0,0.5,0.75,1,1,1,1.03E-06,0,0,0.25,0.375,6,8,1908,1997,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,0,0.6,0.6,0.25,0,0,0.1,0,907,907,1,0.6,1,1,1307,1051,0,2358,0,0,3,0,5,1,0.6,10,1,1,0.8,0.2,111,0.3,2,360,0.4,0.6,1,486,40,0,0,175,0,0,0,1,0,9,2008,1,1,240000,100,11
849,849,850,80,1,80,9600,1,0,1,1,1,4.85E-17,1,2.02E-09,1,0,0.25,1,6,7,1976,1994,1.39E-16,1,-8.17E-18,1.95E-18,-2.22E-15,360,0.75,0.75,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,528,528,1,1,1,1,1094,761,0,1855,0,0,2,1,3,1,0.6,7,1,1,0.6,0.8,43,0.6,2,512,0.6,0.6,1,113,100,0,0,0,0,0,0,1,0,8,2007,1,1,187000,31,13
850,850,851,120,-3.33E-16,36,4435,1,0,1,1,1,1,1,-5.37E-07,0,0,1,0.125,6,5,2003,2003,1,1,1,1,-2.22E-15,170,0.75,0.5,1,0.8,0.6,0.75,659,659,0.1,0,189,848,1,1,1,1,848,0,0,848,1,0,1,0,1,1,0.8,3,1,0,0,0.8,16,1,2,420,0.6,0.6,1,140,0,0,0,0,0,0,0,1,0,11,2007,1,1,131500,4,4
851,851,852,120,1,70,3196,1,0,1,1,1,1,1,1.85E-08,0,0,1,0.125,8,5,2003,2003,1,1,1,1,-2.22E-15,40,0.75,0.5,1,0.8,0.6,1,0,0,0.1,0,1273,1273,1,1,1,1,1456,0,0,1456,0,0,2,0,2,1,0.8,7,1,1,0.6,0.8,16,1,2,400,0.6,0.6,1,143,20,0,0,0,0,0,0,1,0,5,2006,1,1,215000,3,3
852,852,853,75,1,53,7128,1,0,1,1,1,1,1,-1.68E-05,0,0,0.25,0.625,7,5,1941,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.75,6.84E-13,0.6,0.6,0.25,109.2,364,0.1,0,554,918,1,0.8,1,1,918,728,0,1646,0,0,2,0,4,1,0.6,7,1,2,0.8,0.2,78,0.3,1,240,0.6,0.6,1,0,0,0,0,126,0,0,0.75,1,0,8,2007,1,1,164000,66,57
853,853,854,80,1,70,12095,1,0,0.75,1,1,0,1,0.999999979,0,0,0.25,1,6,6,1964,1964,1,1,2.57E-16,9.41E-17,-2.22E-15,115,0.5,0.75,6.84E-13,0.6,0.6,1,169.2,564,0.1,0,563,1127,1,0.6,1,1,1445,0,0,1445,0,0,1,1,3,1,0.6,7,1,1,0.4,0.8,55,0.6,2,645,0.6,0.6,1,180,0,0,0,0,0,0,0.75,1,0,8,2009,1,1,158000,45,45
854,854,855,20,1,102,17920,1,0,1,1,1,1,1,1.69E-05,0,0,0.25,0.125,5,4,1955,1974,1.39E-16,1,3.47E-17,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.5,555,306,0.3,1085,372,1763,1,0.6,1,1,1779,0,0,1779,1,0,1,1,3,1,0.6,6,1,1,0.8,0.8,64,0.3,2,454,0.6,0.6,1,0,418,0,0,312,0,0,0,1,0,7,2006,1,0.5,170000,51,32
855,855,856,20,1,70,6897,1,0,0.75,1,1,0,1,1.69E-05,0,0,0.25,0.125,5,8,1962,2010,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.75,6.84E-13,0.6,0.6,0.25,494.25,659,0.1,0,381,1040,1,1,1,1,1040,0,0,1040,1,0,1,1,3,1,0.6,6,1,0,0,0.2,57,0.3,1,260,0.6,0.6,1,0,104,0,0,0,0,0,0,1,0,4,2010,1,1,127000,48,0
856,856,857,80,1,70,10970,1,0,0.75,0.25,1,1,0.5,-5.37E-07,0,0,0.25,1,6,6,1978,1978,1,1,-8.17E-18,9.41E-17,1,0,0.5,0.5,6.84E-13,0.8,0.8,1,592,505,0.2,435,0,940,1,0.6,1,1,1026,0,0,1026,1,0,1,0,3,1,0.6,5,1,0,0,0.2,38,0.3,2,576,0.6,0.4,1,0,0,34,0,0,0,0,0.75,1,0,10,2008,1,1,147000,30,30
857,857,858,60,1,65,8125,1,0,1,1,1,1,1,3.00E-05,0,0,0.25,0.5,6,5,1994,1995,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,1,0.8,0.6,0.25,0,0,0.1,0,702,702,1,0.8,1,1,702,779,0,1481,0,0,2,1,3,1,0.6,6,1,1,0.6,0.8,25,1,2,343,0.6,0.6,1,0,36,0,0,0,0,0,0,1,0,3,2009,1,1,174000,15,14
858,858,859,20,1,80,10400,1,0,1,1,1,1,1,-3.80E-05,0,0,0.25,0.125,7,5,1976,1976,1,1,-4.08E-17,9.41E-17,-2.22E-15,189,0.5,0.5,6.84E-13,0.8,0.6,0.25,0,0,0.1,0,1090,1090,1,0.6,1,1,1370,0,0,1370,0,0,2,0,3,1,0.6,6,1,1,0.6,0.8,43,0.6,2,479,0.6,0.6,1,0,0,0,0,0,0,0,0.75,1,0,6,2009,1,0.75,152000,33,33
859,859,860,60,1,70,11029,1,0,0.75,1,1,0,1,-3.80E-05,1,0,0.25,0.5,6,7,1968,1984,1,1,-4.08E-17,9.41E-17,-2.22E-15,220,0.5,0.5,6.84E-13,0.6,0.6,0.5,309.5,619,0.1,0,435,1054,1,0.6,1,1,1512,1142,0,2654,1,0,2,1,4,1,0.8,9,1,1,0.8,0.8,51,0.3,2,619,0.6,0.6,1,0,65,0,0,222,0,0,0,1,0,8,2006,1,1,250000,38,22
860,860,861,50,1,55,7642,1,0,1,1,1,0,1,-1.68E-05,0,0,0.25,0.375,7,8,1918,1998,1,1,3.47E-17,5.94E-17,1,0,0.75,0.5,0,0.6,0.6,0.25,0,0,0.1,0,912,912,1,0.8,1,1,912,514,0,1426,0,0,1,1,3,1,0.8,7,1,1,0.8,0.2,94,0.3,1,216,0.6,0.6,1,0,240,0,0,0,0,0,1,1,0,6,2007,1,1,189950,89,9
861,861,862,190,1,75,11625,1,0,1,1,1,1,1,1.69E-05,0,0,0,0.125,5,4,1965,1965,1.39E-16,1,-8.17E-18,9.41E-17,1,0,0.5,0.5,1,0.6,0.6,0.5,420.5,841,0.1,0,198,1039,1,1,1,1,1039,0,0,1039,1,0,1,1,3,1,0.6,6,1,0,0,0.8,54,0.3,2,504,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,4,2010,1,1,131500,45,45
862,862,863,20,1,81,9672,1,0,1,1,1,0,1,0.00013699,0,0,0.25,0.125,6,5,1984,1985,1.39E-16,1,-4.08E-17,1.95E-18,1,0,0.5,0.5,1,0.8,0.6,0.25,338,338,0.1,0,702,1040,1,0.6,1,1,1097,0,0,1097,0,0,2,0,3,1,0.6,6,1,0,0,0.8,33,0.3,2,480,0.6,0.6,1,0,0,0,0,0,0,0,1,1,0,5,2010,1,1,152000,26,25
863,863,864,20,1,70,7931,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,5,5,1959,1959,1.39E-16,1,-9.91E-20,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,574,1148,0.1,0,0,1148,1,0.6,1,1,1148,0,0,1148,1,0,1,0,3,1,0.6,6,1,0,0,0.8,60,0.3,1,672,0.6,0.6,1,0,0,0,0,0,0,0,1,1,0,7,2009,1,1,132500,50,50
864,864,865,20,-8.31E-19,72,8640,1,0,1,1,1,1,1,-1.55E-05,0,0,0.25,0.125,7,5,2007,2008,1,1,1,1,1,0,0.75,0.5,1,1,0.6,0.25,0,0,0.1,0,1372,1372,1,1,1,1,1372,0,0,1372,0,0,2,0,3,1,0.8,6,1,0,0,0.8,11,1,2,529,0.6,0.6,1,0,140,0,0,0,0,0,0,1,0,5,2008,-4.67E-20,0.8,250580,1,0
865,865,866,20,1,70,8750,1,0,0.75,1,1,1,1,0.999999979,0,0,0.25,0.125,5,6,1970,1970,1,1,2.57E-16,-6.51E-19,-2.22E-15,76,0.5,0.5,6.84E-13,0.6,0.6,0.25,414,828,0.1,0,174,1002,1,0.6,1,1,1002,0,0,1002,1,0,1,0,3,1,0.6,5,1,0,0,0.2,46,0.3,2,902,0.6,0.6,1,0,0,0,0,0,0,0,0.75,1,0,8,2009,1,1,148500,39,39
866,866,867,20,1,67,10656,1,0,0.75,0.5,1,1,1,-5.39E-06,0,0,0.25,0.125,8,5,2006,2007,1,1,1,1,7.44E-19,274,0.75,0.5,1,0.8,0.6,0.75,0,0,0.1,0,1638,1638,1,1,1,1,1646,0,0,1646,0,0,2,0,3,1,0.8,6,1,1,0.8,0.8,12,0.6,3,870,0.6,0.6,1,192,80,0,0,0,0,0,0,1,0,11,2007,-4.67E-20,0.8,248900,1,0
